20230001	P1	1
20230002	P2	2
20230003	P3	3
20230004	P4	1
20230005	P5	2
20230006	P6	3
20230007	P7	1
20230008	P8	2
20230009	P9	3
20230010	P10	1
20230011	P1	2
20230012	P2	3
20230013	P3	1
20230014	P4	2
20230015	P5	3
20230016	P6	1
20230017	P7	2
20230018	P8	3
20230019	P9	1
20230020	P10	2
20230021	P1	3
20230022	P2	1
20230023	P3	2
20230024	P4	3
20230025	P5	1
20230026	P6	2
20230027	P7	3
20230028	P8	1
20230029	P9	2
20230030	P10	3
20230031	P1	1
20230032	P2	2
20230033	P3	3
20230034	P4	1
20230035	P5	2
20230036	P6	3
20230037	P7	1
20230038	P8	2
20230039	P9	3
20230040	P10	1
20230041	P1	2
20230042	P2	3
20230043	P3	1
20230044	P4	2
20230045	P5	3
20230046	P6	1
20230047	P7	2
20230048	P8	3
20230049	P9	1
20230050	P10	2
20230001	P2	1
20230002	P3	1
20230003	P4	2
20230004	P5	3
20230005	P6	1
20230006	P7	2
20230007	P8	3
20230008	P9	1
20230009	P10	2
20230010	P2	3
20230011	P3	1
20230012	P4	2
20230013	P5	3
20230014	P6	1
20230015	P7	2
20230016	P8	3
20230017	P9	1
20230018	P10	2
20230019	P2	3
20230020	P3	1
20230021	P4	2
20230022	P5	3
20230023	P6	1
20230024	P7	2
20230025	P8	3
20230026	P9	1
20230027	P10	2
20230028	P2	3
20230029	P3	1
20230030	P4	2
20230031	P5	3
20230032	P6	1
20230033	P7	2
20230034	P8	3
20230035	P9	1
20230036	P10	2
20230037	P2	3
20230038	P3	1
20230039	P4	2
20230040	P5	3
20230001	P3	1
20230002	P4	1
20230003	P5	3
20230004	P6	1
20230005	P7	2
20230006	P8	3
20230007	P9	1
20230008	P10	2
20230009	P3	3
20230010	P4	1
20230011	P5	2
20230012	P6	3
20230013	P7	1
20230014	P8	2
20230015	P9	3
20230016	P10	1
20230017	P3	2
20230018	P4	3
20230019	P5	1
20230020	P6	2
20230021	P7	3
20230022	P8	1
20230023	P9	2
20230024	P10	3
20230025	P3	1
20230026	P4	2
20230027	P5	3
20230028	P6	1
20230029	P7	2
20230030	P8	3
20230001	P4	1
20230002	P5	1
20230003	P6	3
20230004	P7	1
20230005	P8	2
20230006	P9	3
20230007	P10	1
20230008	P4	2
20230009	P5	3
20230010	P6	1
20230011	P7	2
20230012	P8	3
20230013	P9	1
20230014	P10	2
20230015	P4	3
20230016	P5	1
20230017	P6	2
20230018	P7	3
20230019	P8	1
20230020	P9	2
20230001	P5	1
20230002	P6	1
20230003	P7	2
20230004	P8	3
20230005	P9	1
20230006	P10	2
20230007	P5	3
20230008	P6	1
20230009	P7	2
20230010	P8	3
